TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,CustomerAge_Binned_Encoded,Target
406.65,2023-11-08 18:32:44,Debit,Mesa,ATM,57.0,Doctor,107.0,1.0,12995.7,2024-11-04 08:11:01,2,0
422.9,2023-02-27 16:15:53,Debit,Tucson,ATM,40.0,Engineer,111.0,1.0,7616.43,2024-11-04 08:10:52,1,1
20.62,2023-06-21 17:10:18,Credit,Philadelphia,ATM,35.0,Doctor,225.0,1.0,12500.8,2024-11-04 08:08:49,1,2
174.39,2023-01-09 16:08:52,Debit,San Francisco,ATM,19.0,Student,36.0,1.0,1127.08,2024-11-04 08:11:01,0,1
7.859999999999999,2023-10-16 16:47:15,Credit,Sacramento,Branch,76.0,Retired,91.0,1.0,3621.98,2024-11-04 08:07:51,3,0
211.36,2023-01-03 18:18:14,Debit,Denver,Online,49.0,Engineer,44.0,1.0,5212.28,2024-11-04 08:08:55,2,1
54.85,2023-09-05 16:05:58,Credit,San Francisco,Branch,58.0,Retired,40.0,1.0,2727.45,2024-11-04 08:09:36,2,2
204.7,2023-09-21 16:08:00,Debit,Oklahoma City,Branch,49.0,Doctor,95.0,5.0,5117.03,2024-11-04 08:10:26,2,0
16.55,2023-09-11 17:05:50,Debit,Tucson,Branch,26.0,Engineer,159.0,1.0,6089.79,2024-11-04 08:08:11,0,0
91.32,2023-11-10 16:43:45,Debit,Milwaukee,Branch,58.0,Engineer,77.0,1.0,2618.1,2024-11-04 08:08:22,2,0
195.49,2023-06-12 16:34:59,Debit,Memphis,ATM,31.0,Doctor,112.0,1.0,11988.12,2024-11-04 08:08:35,1,2
49.62,2023-12-07 16:19:07,Debit,Portland,ATM,55.0,Engineer,111.0,1.0,3841.4199999999996,2024-11-04 08:07:23,2,0
487.16,2023-01-02 16:01:14,Credit,Los Angeles,Branch,28.0,Student,84.00000000000001,1.0,321.21,2024-11-04 08:12:22,1,1
405.6,2023-08-08 17:41:41,Debit,Tucson,Online,37.0,Engineer,44.0,1.0,9754.73,2024-11-04 08:09:24,1,2
512.95,2023-10-16 17:08:36,Debit,Columbus,Branch,57.0,Engineer,143.0,1.0,9584.52,2024-11-04 08:10:05,2,0
345.94,2023-10-09 17:32:57,Debit,Portland,ATM,31.0,Doctor,163.0,1.0,7624.56,2024-11-04 08:11:40,1,0
356.56,2023-10-09 17:23:21,Debit,New York,Online,47.0,Engineer,52.00000000000001,1.0,2485.73,2024-11-04 08:11:57,2,0
10.31,2023-01-13 16:23:56,Debit,Louisville,Online,36.0,Engineer,280.0,1.0,2137.9,2024-11-04 08:11:14,1,1
211.69,2023-10-20 16:02:07,Debit,Atlanta,Branch,30.0,Doctor,111.0,1.0,6412.85,2024-11-04 08:07:50,1,0
221.49,2023-09-13 18:11:22,Credit,Oklahoma City,Branch,23.0,Student,196.0,1.0,707.25,2024-11-04 08:11:50,0,0
278.23,2023-05-04 17:49:33,Debit,Fresno,Online,48.0,Engineer,83.0,1.0,8300.54,2024-11-04 08:09:46,2,1
116.88,2023-10-04 17:10:02,Debit,Memphis,ATM,45.0,Doctor,263.0,1.0,7717.339999999999,2024-11-04 08:10:02,1,0
328.77,2023-04-03 17:59:23,Credit,San Diego,Online,39.0,Doctor,247.0,1.0,6967.03,2024-11-04 08:09:57,1,1
77.53,2023-07-25 18:00:25,Debit,Louisville,Branch,54.0,Retired,55.0,1.0,5158.6,2024-11-04 08:07:12,2,2
421.74,2023-06-20 17:07:05,Debit,San Jose,Online,67.0,Doctor,103.0,1.0,12031.14,2024-11-04 08:10:18,3,2
313.69,2023-03-10 16:35:33,Debit,Oklahoma City,Branch,73.0,Retired,151.99999999999997,1.0,7093.68,2024-11-04 08:10:23,3,1
411.72,2023-06-20 18:43:51,Debit,Washington,Branch,29.0,Doctor,153.0,1.0,8539.86,2024-11-04 08:11:43,1,2
508.73,2023-07-14 16:22:54,Debit,Chicago,Branch,59.0,Retired,89.0,1.0,7640.57,2024-11-04 08:09:07,2,2
153.08,2023-11-27 16:57:08,Debit,Omaha,ATM,24.0,Student,201.0,1.0,1292.21,2024-11-04 08:09:29,0,0
23.01,2023-06-09 18:33:04,Debit,Las Vegas,Branch,63.0,Retired,166.0,1.0,5958.75,2024-11-04 08:09:14,3,2
69.28,2023-10-30 16:36:24,Debit,Los Angeles,Online,25.0,Student,129.0,1.0,708.7399999999999,2024-11-04 08:11:01,0,0
51.25,2023-08-29 16:16:15,Credit,Austin,Branch,28.0,Student,66.0,1.0,1744.4,2024-11-04 08:11:52,1,2
407.65,2023-08-07 17:17:34,Debit,Denver,ATM,25.0,Student,263.0,1.0,273.78,2024-11-04 08:08:37,0,2
459.25,2023-05-23 16:44:33,Debit,Tucson,Branch,25.0,Student,59.00000000000001,1.0,130.76,2024-11-04 08:11:47,0,2
301.56,2023-02-09 17:46:49,Debit,Seattle,Branch,49.0,Doctor,118.0,1.0,10389.6,2024-11-04 08:10:23,2,1
17.67,2023-06-27 17:50:21,Debit,San Diego,Online,63.0,Doctor,91.0,1.0,1048.18,2024-11-04 08:10:55,3,2
5.29,2023-03-13 18:24:20,Credit,San Francisco,Online,32.0,Doctor,132.0,1.0,12896.68,2024-11-04 08:11:04,1,1
401.37,2023-09-18 16:18:19,Debit,Los Angeles,Branch,43.0,Engineer,251.0,1.0,8208.54,2024-11-04 08:11:41,1,0
145.4,2023-07-06 17:53:38,Debit,Tucson,Online,38.0,Engineer,24.0,1.0,5244.49,2024-11-04 08:09:52,1,2
556.34,2023-10-19 16:34:22,Debit,Seattle,Online,37.0,Doctor,45.99999999999999,1.0,11935.14,2024-11-04 08:07:12,1,0
34.31,2023-04-28 16:55:28,Debit,Philadelphia,ATM,24.0,Student,251.0,1.0,1484.76,2024-11-04 08:11:26,0,1
780.59,2023-06-28 17:58:48,Credit,Tucson,Online,23.0,Student,145.0,1.0,6513.34,2024-11-04 08:07:01,0,2
282.65,2023-03-08 17:42:36,Debit,Fort Worth,ATM,35.0,Doctor,161.0,1.0,13801.15,2024-11-04 08:08:51,1,1
305.27,2023-09-27 16:25:38,Debit,Las Vegas,Online,68.0,Doctor,147.0,1.0,12958.65,2024-11-04 08:09:31,3,0
185.81,2023-09-20 16:30:06,Debit,Austin,Online,32.0,Doctor,116.00000000000001,1.0,9588.71,2024-11-04 08:10:15,1,0
66.01,2023-10-06 18:39:39,Debit,Milwaukee,Online,49.0,,179.0,1.0,3475.99,2024-11-04 08:07:05,2,0
447.95,2023-01-11 17:27:56,Debit,Tucson,Branch,29.0,Engineer,75.0,1.0,7544.399999999999,2024-11-04 08:09:20,1,1
279.3,2023-06-22 17:28:02,Debit,Oklahoma City,ATM,19.0,Student,48.0,1.0,1193.61,2024-11-04 08:07:20,0,2
211.36,2023-05-08 16:25:03,Debit,Indianapolis,Online,33.0,Doctor,26.999999999999996,1.0,12063.77,2024-11-04 08:07:00,1,1
611.15,2023-08-11 17:12:30,Debit,Detroit,ATM,27.0,Student,121.0,1.0,892.8299999999999,2024-11-04 08:09:23,0,2
275.2,2023-08-24 17:13:38,Debit,New York,Online,54.0,Engineer,81.0,1.0,1230.12,2024-11-04 08:09:50,2,2
427.79,2023-02-21 17:42:42,Debit,San Jose,Branch,18.0,Student,189.0,1.0,1479.67,2024-11-04 08:08:54,0,1
469.13,,Credit,San Antonio,ATM,54.0,Doctor,139.0,1.0,1265.28,2024-11-04 08:07:30,2,0
102.81,2023-12-04 16:23:00,Debit,Seattle,Branch,76.0,Retired,47.0,1.0,3228.87,2024-11-04 08:08:07,3,0
22.61,2023-12-21 17:56:04,Debit,Seattle,Online,19.0,Student,145.0,1.0,1111.67,2024-11-04 08:06:47,0,0
68.28,2023-06-08 18:54:04,Debit,Boston,Online,56.0,Engineer,293.0,1.0,3213.16,2024-11-04 08:08:24,2,2
33.65,2023-09-18 17:18:03,Credit,New York,Online,63.0,Doctor,146.0,1.0,12719.93,2024-11-04 08:07:24,3,0
362.68,2023-01-16 18:02:19,Credit,Miami,ATM,63.0,Retired,137.0,1.0,2040.77,2024-11-04 08:06:30,3,1
73.23,2023-06-23 16:41:27,Debit,San Francisco,Branch,20.0,Student,172.0,1.0,1309.85,2024-11-04 08:12:22,0,2
654.49,2023-11-20 16:31:36,Credit,Austin,Online,25.0,Student,104.0,1.0,164.61,2024-11-04 08:08:39,0,0
18.56,2023-04-24 17:04:21,Credit,Memphis,Branch,49.0,Engineer,161.0,1.0,4230.37,2024-11-04 08:07:40,2,1
389.05,2023-01-06 17:35:08,Debit,Dallas,ATM,27.0,Student,41.0,1.0,761.0,2024-11-04 08:11:28,0,1
7.38,2023-03-15 16:47:45,Debit,Houston,Online,67.0,Retired,112.0,1.0,2923.83,2024-11-04 08:10:18,3,1
109.48,2023-06-26 17:38:22,Debit,Baltimore,Online,45.0,Retired,93.0,1.0,7372.47,2024-11-04 08:07:26,1,2
66.91,2023-01-30 18:47:17,Debit,Seattle,ATM,39.0,Doctor,85.0,1.0,871.1,2024-11-04 08:10:19,1,1
335.48,2023-03-02 16:06:18,Debit,Oklahoma City,Branch,45.0,Engineer,155.0,1.0,3023.16,2024-11-04 08:06:45,1,1
38.14,2023-12-28 16:51:20,Debit,Albuquerque,Online,19.0,Student,174.0,1.0,1119.21,2024-11-04 08:09:59,0,0
211.36,2023-12-20 18:12:25,Debit,Detroit,Branch,60.0,Doctor,173.0,1.0,11833.73,2024-11-04 08:09:33,3,0
360.02,2023-02-09 16:29:06,Debit,Dallas,Online,68.0,Retired,68.00000000000001,1.0,6400.59,2024-11-04 08:08:53,3,1
567.71,2023-02-06 18:39:23,Debit,Memphis,Online,63.0,Doctor,80.0,1.0,13884.24,2024-11-04 08:10:40,3,1
218.19,2023-05-23 16:29:31,Debit,Austin,ATM,19.0,Student,185.0,1.0,620.83,2024-11-04 08:10:27,0,2
209.99,2023-09-07 17:19:21,Debit,Denver,ATM,19.0,Student,40.0,1.0,1938.0100000000002,2024-11-04 08:11:39,0,2
11.02,2023-11-13 16:32:53,Debit,Tucson,Branch,19.0,Student,280.0,1.0,964.79,2024-11-04 08:06:56,0,0
83.43,2023-05-30 16:28:48,Debit,New York,Online,56.0,Retired,109.0,1.0,1870.16,2024-11-04 08:11:40,2,2
344.97,2023-03-20 17:30:52,Debit,Austin,Online,34.0,Doctor,106.0,1.0,5577.94,2024-11-04 08:09:39,1,1
172.29,2023-01-30 17:22:39,Debit,El Paso,ATM,36.0,Engineer,283.0,1.0,8700.8,2024-11-04 08:08:42,1,1
195.54,2023-07-17 16:05:23,Debit,Omaha,Online,60.0,Retired,255.0,1.0,2794.66,2024-11-04 08:09:01,3,2
101.23,2023-08-04 18:34:01,Debit,Colorado Springs,Online,45.0,Engineer,87.0,1.0,6169.71,2024-11-04 08:06:42,1,2
180.46,2023-03-13 16:26:30,Debit,Fresno,ATM,25.0,Student,34.0,1.0,831.7499999999999,2024-11-04 08:11:23,0,1
692.55,2023-03-07 16:51:37,Debit,Charlotte,Branch,53.0,Retired,109.0,1.0,2451.56,2024-11-04 08:12:17,2,1
147.31,2023-06-12 17:10:27,Credit,Mesa,Online,34.0,Doctor,91.99999999999999,1.0,13625.52,2024-11-04 08:07:58,1,2
107.48,2023-02-07 17:38:18,Debit,Los Angeles,Branch,20.0,Student,103.0,1.0,1379.39,2024-11-04 08:12:07,0,1
211.36,2023-09-15 17:31:42,Credit,Columbus,Online,62.0,Doctor,83.0,1.0,11498.01,2024-11-04 08:10:52,3,0
81.51,2023-08-10 16:10:22,Debit,Washington,Branch,25.0,Student,97.0,1.0,865.4899999999999,2024-11-04 08:07:15,0,2
365.48,2023-05-22 17:59:02,Credit,Seattle,Online,76.0,Retired,215.99999999999997,1.0,7147.4,2024-11-04 08:10:38,3,2
491.1,2023-06-05 16:08:37,Credit,Houston,Online,35.0,Engineer,125.0,1.0,7833.85,2024-11-04 08:07:32,1,2
452.8,2023-11-24 16:45:11,Debit,Los Angeles,Branch,80.0,Retired,151.0,1.0,4840.67,2024-11-04 08:07:34,3,0
645.04,2023-12-22 17:08:55,Debit,Memphis,Branch,70.0,Retired,78.0,1.0,7361.47,2024-11-04 08:07:29,3,0
169.28,2023-03-27 18:08:06,Debit,Philadelphia,Branch,45.0,Doctor,114.0,1.0,5128.44,2024-11-04 08:11:54,1,1
88.42,2023-10-18 16:28:19,Debit,El Paso,ATM,62.0,Doctor,91.0,1.0,12381.45,2024-11-04 08:09:15,3,0
155.53,2023-03-24 17:04:32,Debit,Baltimore,ATM,29.0,Engineer,66.0,1.0,4008.05,2024-11-04 08:08:36,1,1
211.36,2023-12-04 16:16:19,Debit,Milwaukee,Online,43.0,Engineer,300.0,1.0,3493.13,2024-11-04 08:10:11,1,0
39.24,2023-11-14 18:33:32,Debit,Dallas,ATM,77.0,Retired,106.0,1.0,6462.41,2024-11-04 08:11:18,3,0
152.01,2023-02-23 16:41:55,Debit,Fort Worth,ATM,42.0,Engineer,111.0,3.0,4625.12,2024-11-04 08:11:14,1,1
78.77,2023-05-08 18:36:59,Credit,Las Vegas,ATM,48.0,Engineer,50.00000000000001,1.0,6470.57,2024-11-04 08:06:41,2,2
26.5,2023-02-08 16:42:59,Debit,Indianapolis,Online,48.0,Engineer,179.0,1.0,4854.83,2024-11-04 08:07:24,2,1
83.62,2023-06-22 17:18:09,Debit,Raleigh,ATM,48.0,Doctor,146.0,1.0,12652.22,2024-11-04 08:12:06,2,2
142.78,2023-05-09 16:40:52,Debit,San Diego,Branch,68.0,Doctor,150.0,1.0,11705.88,2024-11-04 08:12:22,3,1
55.99,2023-11-13 16:16:24,Debit,El Paso,ATM,35.0,Doctor,95.0,1.0,932.61,2024-11-04 08:07:20,1,0
774.48,2023-03-06 16:12:45,Debit,Louisville,Branch,61.0,Doctor,30.999999999999996,1.0,11613.58,2024-11-04 08:08:33,3,1
105.37,2023-05-11 18:31:20,Debit,Sacramento,ATM,25.0,Student,160.0,1.0,1068.55,2024-11-04 08:09:44,0,2
118.83,2023-06-26 16:10:25,Debit,Virginia Beach,Online,28.0,Student,295.0,1.0,1616.3,2024-11-04 08:08:28,1,2
46.22,2023-11-13 16:41:09,Debit,San Jose,Branch,23.0,Student,217.0,1.0,471.2799999999999,2024-11-04 08:08:59,0,0
659.71,2023-05-05 16:10:24,Credit,San Jose,Branch,21.0,Student,148.0,1.0,106.86,2024-11-04 08:09:32,0,1
377.97,2023-11-17 16:50:08,Debit,Miami,Online,72.0,Retired,160.0,1.0,2457.1,2024-11-04 08:11:04,3,0
114.1,2023-05-22 17:45:02,Debit,Boston,Branch,69.0,Retired,148.0,1.0,5882.12,2024-11-04 08:11:19,3,2
11.3,2023-12-01 16:33:43,Credit,Louisville,Online,55.0,Retired,41.0,1.0,1938.99,2024-11-04 08:09:25,2,0
95.5,2023-05-22 16:24:02,Debit,Omaha,Online,57.0,Retired,17.0,1.0,4079.09,2024-11-04 08:08:19,2,2
130.93,2023-02-08 16:52:09,Credit,Houston,Branch,28.0,Engineer,149.0,1.0,860.1199999999999,2024-11-04 08:11:18,1,1
272.97,2023-04-17 18:42:04,Debit,Boston,Online,68.0,Retired,174.0,1.0,7811.310000000001,2024-11-04 08:10:58,3,1
73.35,2023-03-13 16:33:49,Debit,San Francisco,Branch,24.0,Student,47.0,1.0,1181.84,2024-11-04 08:09:57,0,1
29.94,2023-10-13 16:22:08,Debit,San Francisco,ATM,58.0,Doctor,243.0,1.0,10915.54,2024-11-04 08:12:01,2,0
307.24,2023-11-02 16:05:49,Debit,San Jose,ATM,19.0,Student,136.0,2.0,1670.72,2024-11-04 08:09:50,0,0
50.52,2023-10-16 16:29:39,Debit,Boston,Online,20.0,Student,140.0,1.0,1121.19,,0,0
820.46,2023-04-03 16:22:48,Credit,Fort Worth,Online,53.0,Engineer,243.0,1.0,5621.86,2024-11-04 08:10:23,2,1
153.07,2023-04-03 18:37:57,Debit,Detroit,ATM,56.0,Engineer,116.00000000000001,1.0,8873.43,2024-11-04 08:12:06,2,1
52.94,2023-06-12 17:36:25,Debit,Tucson,Branch,41.0,Doctor,146.0,1.0,6990.92,2024-11-04 08:11:08,1,2
384.41,2023-04-17 16:53:29,Debit,Jacksonville,ATM,60.0,Engineer,65.0,1.0,7831.56,2024-11-04 08:10:13,3,1
235.42,2023-07-10 18:34:22,Debit,Phoenix,Branch,51.0,Retired,175.0,1.0,6173.23,2024-11-04 08:11:06,2,2
114.23,2023-06-07 17:35:50,Debit,Dallas,ATM,56.0,Doctor,64.0,1.0,9523.72,2024-11-04 08:06:35,2,2
12.62,2023-05-05 16:35:44,Debit,El Paso,Branch,33.0,Doctor,61.00000000000001,1.0,6420.47,2024-11-04 08:09:03,1,1
211.36,2023-12-22 18:24:01,Debit,Fort Worth,ATM,23.0,Student,145.0,1.0,1146.09,2024-11-04 08:07:23,0,0
373.52,2023-09-25 16:23:23,Debit,Colorado Springs,ATM,35.0,Engineer,235.0,1.0,6430.41,2024-11-04 08:11:16,1,0
336.05,2023-04-24 17:18:18,Debit,San Antonio,Branch,28.0,Student,164.0,1.0,1635.05,2024-11-04 08:12:13,1,1
366.93,2023-12-11 18:43:00,Debit,Houston,Online,66.0,Retired,33.0,1.0,6697.79,2024-11-04 08:11:33,3,0
112.27,2023-10-19 17:34:53,Debit,Seattle,Branch,58.0,Doctor,102.0,1.0,7369.89,2024-11-04 08:11:23,2,0
494.9599999999999,2023-03-31 16:34:38,Debit,Sacramento,ATM,40.0,Engineer,132.0,1.0,6903.68,2024-11-04 08:08:34,1,1
561.58,2023-06-23 17:38:26,Debit,Sacramento,Online,65.0,Doctor,22.999999999999996,1.0,11748.86,2024-11-04 08:06:32,3,2
440.94,2023-09-13 18:38:27,Debit,San Antonio,Online,42.0,Doctor,148.0,1.0,7303.23,2024-11-04 08:11:22,1,0
71.9,2023-02-20 16:28:39,Debit,Los Angeles,Branch,29.0,Doctor,51.00000000000001,1.0,10619.35,2024-11-04 08:12:07,1,1
256.66,2023-07-17 17:08:03,Credit,Raleigh,Online,54.0,Retired,137.0,1.0,1794.5,2024-11-04 08:06:55,2,2
166.55,2023-07-13 17:51:44,Credit,Houston,Branch,59.0,Doctor,99.0,1.0,12970.21,2024-11-04 08:09:36,2,2
276.26,2023-02-13 17:04:50,Debit,Louisville,Branch,56.0,Doctor,143.0,1.0,120.88999999999999,2024-11-04 08:11:47,2,1
35.46,2023-07-18 16:38:11,Debit,Indianapolis,ATM,67.0,Doctor,164.0,1.0,5692.31,2024-11-04 08:10:12,3,2
38.14,2023-04-07 16:16:00,Debit,Portland,Branch,50.0,Engineer,165.0,1.0,9879.87,2024-11-04 08:07:16,2,1
506.25999999999993,2023-12-18 18:26:07,Credit,Baltimore,ATM,64.0,Retired,86.0,1.0,6266.65,2024-11-04 08:11:53,3,0
736.32,2023-04-12 17:06:06,Debit,Indianapolis,Online,31.0,Doctor,28.0,1.0,14268.95,2024-11-04 08:10:23,1,1
389.43,2023-11-27 18:01:47,Credit,Austin,ATM,52.0,Engineer,151.0,1.0,6449.83,2024-11-04 08:10:57,2,0
25.58,2023-11-16 16:33:22,Debit,Omaha,ATM,60.0,Engineer,166.0,1.0,6741.41,2024-11-04 08:06:29,3,0
446.1,2023-09-19 17:45:19,Debit,Seattle,ATM,25.0,Student,243.0,1.0,1008.44,2024-11-04 08:08:30,0,0
147.74,2023-09-05 16:52:06,Debit,Raleigh,Branch,23.0,Student,15.0,1.0,1711.78,2024-11-04 08:12:18,0,2
211.36,2023-02-20 16:36:36,Debit,San Francisco,ATM,26.0,Student,254.0,1.0,1821.0,2024-11-04 08:09:05,0,1
46.23,2023-05-29 17:45:26,Debit,Fresno,Online,77.0,Retired,282.0,1.0,5107.75,2024-11-04 08:09:46,3,2
265.37,2023-05-26 17:56:17,Debit,Washington,Branch,33.0,Engineer,77.0,1.0,5229.95,2024-11-04 08:09:20,1,2
342.57,2023-02-03 17:10:00,Debit,Boston,Online,20.0,Student,91.0,1.0,339.16,2024-11-04 08:09:51,0,1
417.26,2023-02-27 17:01:24,Credit,New York,Online,32.0,Doctor,45.0,1.0,10442.48,2024-11-04 08:11:53,1,1
33.63,2023-11-03 16:50:08,Debit,Columbus,Online,63.0,Retired,75.99999999999999,1.0,4324.4,2024-11-04 08:10:52,3,0
64.58,2023-12-04 18:06:30,Debit,El Paso,Branch,55.0,Retired,173.0,1.0,6292.29,2024-11-04 08:11:27,2,0
23.23,2023-04-20 16:34:59,Credit,Miami,Branch,21.0,Student,122.0,1.0,269.01,2024-11-04 08:09:54,0,1
211.36,2023-08-07 16:15:05,Credit,Jacksonville,ATM,78.0,Retired,112.0,1.0,4734.110000000001,2024-11-04 08:07:59,3,2
278.88,2023-09-29 16:53:14,Debit,Kansas City,Branch,64.0,Doctor,179.0,2.0,1334.09,2024-11-04 08:09:44,3,0
285.49,2023-08-11 18:42:10,Credit,Charlotte,Branch,53.0,Doctor,109.0,1.0,6366.84,2024-11-04 08:12:14,2,2
71.87,2023-01-16 18:03:02,Debit,Nashville,ATM,22.0,Student,258.0,1.0,1839.1,2024-11-04 08:12:07,0,1
308.8,2023-12-26 16:08:51,Debit,Baltimore,ATM,53.0,Retired,41.0,1.0,3966.5399999999995,2024-11-04 08:09:59,2,0
135.35,2023-07-28 18:42:51,Debit,Houston,Branch,45.0,Engineer,82.0,1.0,9983.36,2024-11-04 08:07:24,1,2
288.43,2023-05-08 16:37:53,Debit,Phoenix,Branch,66.0,Retired,72.0,1.0,4577.09,2024-11-04 08:09:00,3,1
147.46,2023-10-12 16:58:25,Credit,Albuquerque,Online,65.0,Doctor,205.0,1.0,7458.029999999999,2024-11-04 08:11:31,3,0
214.15,2023-10-30 17:07:54,Debit,,Branch,32.0,Engineer,217.0,1.0,6397.29,2024-11-04 08:10:59,1,0
71.34,2023-08-28 16:00:00,Debit,Miami,Online,49.0,Engineer,144.0,3.0,6345.03,2024-11-04 08:09:43,2,2
170.36,2023-03-27 16:56:29,Debit,Indianapolis,ATM,30.0,Doctor,118.0,1.0,6034.73,2024-11-04 08:09:24,1,1
211.36,2023-12-18 17:22:16,Debit,Raleigh,ATM,53.0,Engineer,32.0,1.0,765.8099999999998,2024-11-04 08:08:58,2,0
736.53,2023-05-10 17:05:08,Debit,Philadelphia,ATM,55.0,Engineer,120.0,1.0,9826.26,2024-11-04 08:09:38,2,2
213.42,2023-07-27 17:30:14,Debit,Columbus,ATM,45.0,Engineer,17.0,1.0,3736.3800000000006,2024-11-04 08:11:26,1,2
94.09,2023-09-12 16:32:09,Debit,Miami,Branch,27.0,Student,203.0,1.0,646.8499999999999,2024-11-04 08:10:29,0,0
91.23,2023-05-15 16:13:54,,Boston,ATM,72.0,Retired,86.0,1.0,6385.12,2024-11-04 08:08:29,3,2
263.92,2023-07-26 17:56:54,Credit,San Diego,Branch,57.0,Retired,233.0,1.0,4161.71,2024-11-04 08:10:43,2,2
77.5,2023-05-23 16:44:55,Credit,Fort Worth,Online,51.0,Doctor,201.0,1.0,11079.77,2024-11-04 08:08:15,2,2
3.65,2023-02-13 17:48:36,Debit,Miami,Online,69.0,Doctor,146.0,1.0,10017.11,2024-11-04 08:11:01,3,1
43.88,2023-11-13 17:43:37,Credit,Seattle,Online,26.0,Student,251.0,1.0,1644.09,2024-11-04 08:08:21,0,0
211.36,2023-04-28 16:32:10,Debit,El Paso,ATM,28.0,Student,132.0,1.0,387.65,2024-11-04 08:07:44,1,1
224.79,2023-08-22 16:34:34,Debit,Boston,Online,18.0,Student,129.0,1.0,528.38,2024-11-04 08:10:25,0,2
64.3,2023-09-04 17:36:40,Debit,Louisville,ATM,55.0,Retired,67.0,1.0,7530.299999999999,2024-11-04 08:11:58,2,2
111.79,2023-12-26 17:40:23,Debit,Jacksonville,Online,62.0,Doctor,49.0,1.0,10887.59,2024-11-04 08:11:34,3,0
211.36,2023-03-20 16:48:00,Debit,San Francisco,ATM,59.0,Retired,153.0,1.0,7104.61,2024-11-04 08:10:20,2,1
613.7,2023-02-22 17:33:56,Credit,Fort Worth,Branch,61.0,Retired,37.0,1.0,7307.11,2024-11-04 08:10:53,3,1
26.07,2023-03-16 17:00:29,Debit,Baltimore,Branch,20.0,Student,18.999999999999996,3.0,349.98,2024-11-04 08:10:16,0,1
170.45,2023-01-05 16:56:49,Debit,San Francisco,Branch,60.0,Engineer,199.0,1.0,2284.41,2024-11-04 08:09:17,3,1
344.27,2023-09-19 17:23:14,Debit,San Antonio,Branch,22.0,Student,123.0,1.0,1918.3600000000001,2024-11-04 08:09:37,0,0
872.72,2023-04-24 16:47:17,Debit,Washington,Online,22.0,Student,288.0,1.0,503.01,2024-11-04 08:10:49,0,1
292.95,2023-02-16 16:23:11,Debit,Memphis,Branch,37.0,Engineer,56.0,1.0,1216.91,2024-11-04 08:11:13,1,1
28.44,2023-08-31 17:43:38,Debit,Fresno,ATM,18.0,Student,243.0,1.0,1071.04,2024-11-04 08:09:03,0,2
209.02,2023-03-03 17:08:36,Debit,El Paso,ATM,21.0,Student,74.0,1.0,187.9,2024-11-04 08:11:19,0,1
20.05,2023-11-29 17:43:51,Debit,Chicago,ATM,72.0,Retired,171.0,1.0,7145.67,2024-11-04 08:08:00,3,0
175.02,2023-04-10 16:23:53,Debit,Phoenix,Online,28.0,Student,71.0,1.0,1493.88,2024-11-04 08:09:21,1,1
89.5,2023-08-21 16:22:06,Credit,Louisville,Branch,41.0,Engineer,134.0,1.0,8658.95,2024-11-04 08:09:01,1,2
69.96,2023-10-16 17:43:00,Debit,Baltimore,Branch,28.0,Student,30.999999999999996,1.0,164.12,2024-11-04 08:08:13,1,0
146.51,2023-01-25 17:12:17,Debit,Albuquerque,ATM,53.0,Engineer,112.0,1.0,7089.9,2024-11-04 08:10:39,2,1
376.78,2023-08-14 17:25:14,Credit,Nashville,Online,21.0,Student,88.0,1.0,841.6499999999999,2024-11-04 08:07:49,0,2
148.54,2023-12-22 16:25:16,Credit,Columbus,Branch,71.0,Retired,107.0,1.0,5677.05,2024-11-04 08:11:52,3,0
388.77,2023-12-11 16:57:08,Credit,Jacksonville,Online,26.0,Student,30.0,1.0,1658.49,2024-11-04 08:11:05,0,0
100.38,2023-11-27 17:51:15,Debit,Seattle,Branch,63.0,Doctor,49.0,1.0,10171.68,2024-11-04 08:09:18,3,0
137.23,2023-04-07 16:50:22,Debit,Fresno,Branch,64.0,Doctor,63.0,1.0,13847.99,2024-11-04 08:08:41,3,1
870.3,2023-08-28 17:56:39,Debit,San Jose,ATM,51.0,Retired,229.0,1.0,3688.98,2024-11-04 08:08:54,2,2
458.94,2023-07-18 18:06:23,Debit,Detroit,Branch,52.0,Engineer,180.0,1.0,5619.95,2024-11-04 08:08:35,2,2
327.35,2023-09-25 18:48:58,Credit,Memphis,Branch,20.0,Student,175.0,1.0,342.08,2024-11-04 08:11:19,0,0
757.15,2023-01-17 16:53:08,Debit,Raleigh,Online,53.0,Engineer,37.99999999999999,1.0,4702.86,2024-11-04 08:08:06,2,1
5.64,2023-03-08 16:57:30,Debit,Boston,Online,45.0,Doctor,47.0,1.0,12703.24,2024-11-04 08:11:10,1,1
47.23,2023-08-03 18:18:56,Credit,Memphis,Online,73.0,Retired,160.0,1.0,6659.81,2024-11-04 08:11:07,3,2
239.41,2023-11-01 17:23:46,Credit,,Online,42.0,Doctor,247.99999999999997,1.0,7860.65,2024-11-04 08:07:19,1,0
7.48,2023-07-03 16:46:20,Debit,San Antonio,ATM,55.0,Engineer,29.000000000000004,1.0,4734.110000000001,2024-11-04 08:12:21,2,2
170.97,2023-05-01 17:04:30,Debit,Nashville,Branch,26.0,Student,292.0,1.0,1265.27,2024-11-04 08:07:51,0,1
